communityname,state,countyCode,communityCode,autoTheftPerPop,PctKidsBornNeverMar,PctKids2Par,PctFam2Par,PctTeen2Par,PctRecImmig10,PctPersDenseHous,PctForeignBorn,PctRecImmig8,PopDens,PctHousLess3BR,PctRecImmig5,FemalePctDiv,PctNotSpeakEnglWell,PctPersOwnOccup,PctRecentImmig,TotalPctDiv,PctSpeakEnglOnly,PctYoungKids2Par,pctWPubAsst,PctLargHouseFam,PctHousOwnOcc,pctWInvInc,MalePctDivorce,PctUnemployed,PctVacantBoarded,MedNumBR,PctUsePubTrans,RacialMatchCommPol,PctNotHSGrad,LemasPctOfficDrugUn
MissouriCitycity,TX,,,335.67,2.04,81.19,83.18,79.24,4.34,3.79,9.56,2.96,1505.1,10.02,2.21,11.18,1.91,82.47,1.26,9.01,85.41,93.91,1.73,5.43,83.04,49.23,6.67,3.34,1.12,3,1.1,,7.74,0
Newarkcity,CA,,,518.02,2.07,74.04,80.11,83.84,9.12,9.62,20.99,6.95,2617.6,30.82,4.82,12.37,5.1,71.41,2.66,10.57,69.73,86.25,6.94,9.84,72.18,43.72,8.78,5.3,0,3,3.49,,21.37,0
SouthCharlestoncity,WV,,,267.6,1.29,69.48,70.64,69.89,0.29,0.47,0.97,0.23,2517.5,48.6,0.15,15.21,0.56,69.54,0.15,12.8,97.61,78.24,5.57,1.92,67.16,40.47,9.75,4.83,1.95,3,1.83,,17.43,0
Sunnyvalecity,CA,,,431.83,2.35,71.96,74.78,76.12,12.06,8.4,22.51,9.56,5167.9,59.72,6.98,15.21,4.55,51.74,4.34,13.13,72.86,88.06,4.71,5.4,48.9,54.52,11.09,3.96,0.24,2,2.58,79.41,12.91,3.48
Ocalacity,FL,,,460.8,6.17,51.67,58.65,57.96,0.58,5.19,2.71,0.27,1406.2,54.84,0.19,16.4,0.7,58.08,0.15,14.96,94.69,61.82,9.18,4.78,57.17,37.17,13.2,7.05,3.31,2,0.14,89.18,28.38,8.4
Mahwahtownship,NJ,3,42750,85.59,1.36,82.11,83.97,70.2,4.18,1.18,11.15,3.54,666.1,44.2,2.72,9.31,1.59,82.93,1.27,7.91,87.06,92.16,2.25,3.54,80.53,61.83,6.45,3.98,1.78,3,5.52,,10.36,0
Scottsdalecity,AZ,,,609.05,1.02,74.32,75.59,75.05,1.97,1.45,6.28,1.67,681,48.82,1.2,15.86,0.96,68.4,0.7,13.38,91.55,87.24,2.55,2.64,64.14,52.96,10.54,4.4,0.08,3,1.1,97.76,9.18,5.2
Pequannocktownship,NJ,27,58110,97.71,0.38,88.02,88.61,88.31,1.54,0.7,6.29,1.27,1760.6,23.15,1.13,6.58,1.29,91.56,0.64,5.42,91.71,97.32,2.55,5.44,88.34,61.79,4.22,3.62,2.88,3,2.88,,14.61,0
Midlandcity,TX,,,346.01,2.49,73.8,77.58,77.22,2.76,6.17,6.33,1.76,1311.3,44.47,1.22,13.87,4.04,66.76,0.84,11.95,79.29,85.31,4.67,5.85,62.49,42.65,9.81,6.24,4.14,3,0.11,95.49,21.7,2.61
Voorheestownship,NJ,7,76220,648.61,0.71,85,86.66,85.9,3.26,1.15,9.37,2.39,2043.5,42.35,1.56,10.04,1.21,78.56,1.07,8.77,86.57,93.86,2.21,3.92,68.75,54.29,7.32,2.43,0.25,3,11.32,,12.19,0
Snellvillecity,GA,,,128.8,0.62,85.53,86.67,89.1,0.72,0.74,1.53,0.72,1277.9,11.3,0.66,8.87,0.18,84.76,0.29,7,96.75,92.92,2.73,3.59,84.24,52.68,4.96,3.1,0,3,0,,12.2,0
DelRiocity,TX,,,249.74,3.56,67.87,76.89,82,5.48,17.36,21.25,3.28,2007.4,49.67,2.21,10.56,15.46,62.84,1.29,8.78,26.26,80.71,16.98,14.02,61.47,23.75,6.81,13.78,5.87,3,0.53,,47.24,0
SouthOgdencity,UT,,,324.19,0.82,79.32,78.6,77.34,1.13,2.33,2.87,0.97,3745.4,33.84,0.88,11.38,1.23,75.12,0.57,10.16,92.62,88.38,4.37,8.56,72.71,45.25,8.86,4.63,0,3,2.3,,12.8,0
CedarCitycity,UT,,,124.21,1.14,82.99,84,84.07,0.1,5.98,0.53,0.1,1160.5,37.1,0.1,7.5,0.04,66.54,0.04,6.59,93.99,91.29,3.76,14.7,63.39,40.67,5.61,5.83,1.02,3,0.16,,11.25,0
Augustacity,ME,11,2100,303.24,1.84,67.27,68.16,75.73,0.96,1.24,4.91,0.83,371.7,56.5,0.22,15.08,1.28,62.8,0.07,13.73,83.09,71.53,9.07,2.9,56.64,42.34,12.18,5.38,0.7,2,0.39,,25.61,0
PacificGrovecity,CA,,,174.66,1.42,69.02,70.01,72.13,2.91,2.59,10.35,2.23,5596.2,62.58,1.57,18.97,1.99,50.82,1.25,16.22,86.54,86.47,4.19,2.28,47.78,54.45,12.91,3.63,0.52,2,1.75,,10.76,0
SanMarcoscity,TX,,,262.63,4.32,57.68,68.47,67.69,1.73,8.08,4.65,1.42,1591.5,70.26,1.12,7.96,4.88,38.29,0.78,6.76,69.31,75.19,6.04,8.93,31.6,29.75,5.51,10.05,1.86,2,2.35,,32.16,0
Mansfieldcity,TX,,,143.21,1.06,81.47,84.89,84.58,1.85,5.32,3.63,1.1,389.2,25.74,0.73,10.42,1.53,77.17,0.39,9.08,91.13,90.84,2.8,5.27,77.58,39.26,7.7,5.24,1.81,3,0,,18.02,0
Newtowntown,CT,1,52980,118.52,0.86,87.77,90.37,88.51,1.28,0.68,5.48,1.14,347.3,19.22,0.76,8.03,0.51,90.68,0.03,7.09,93.66,96.31,1.39,4.44,88.82,63.36,6.16,4.61,1.26,3,0.94,,11.43,0
Waxahachiecity,TX,,,405.65,5.28,65.93,72.78,72.97,1.22,6.66,2.47,0.77,562.6,48.27,0.62,12.33,1.67,58.9,0.41,10.88,88.25,77.55,6.9,7.6,59.51,30.82,9.21,7.35,3.48,3,0.22,,29.57,0
LakeStationcity,IN,,,866.77,2.1,68.98,73.78,79.49,0.13,5.28,2.74,0.13,1617.7,48.83,0.13,13.71,1.48,75.75,0.05,13.15,88.39,79.92,6.12,6.89,76.3,26.35,12.55,7.58,9.58,3,0.8,,37.09,0
RohnertParkcity,CA,,,340.72,1.5,73.31,74.62,73.91,3.22,4,8.66,2.65,5470.8,47.93,2.21,15.95,1.69,58.9,1.56,13.42,88.63,86.94,6.27,4.95,55.84,39.63,10.65,5.31,0.2,3,2.85,,12.46,0
Bartlettvillage,IL,,,50.06,1.89,87.65,88.88,93.08,0.76,1.12,5.36,0.59,1335,25.3,0.44,8.52,1.08,89.02,0.24,7.39,91.34,95.21,1.32,4.72,87.2,51.66,6.21,3.57,1.02,3,6.95,,9.84,0
Auburncity,WA,,,560.89,2.98,63.26,64.76,70.26,1.53,4.24,4.95,1.09,1622,60.13,0.86,19.63,0.98,50.8,0.71,17.29,93.21,74.62,8.49,3.56,48.78,37.01,14.78,4.92,2.74,2,3.3,,18.02,0
Lewisvillecity,TX,,,583.43,1.68,78.77,80.41,83.28,2.55,4.74,4.76,1.74,1246.5,46.59,0.87,14.31,2.34,57.74,0.63,12.61,89.57,91.63,1.81,4.25,51.87,35.3,10.89,3.72,0.15,3,0.18,,15.27,0
Springfieldcity,OR,,,337.12,2.89,64,66.12,70.92,1.07,4.96,2.67,0.81,3210,58.46,0.71,18.83,0.91,50.71,0.42,16.49,94.86,77.03,9.46,4.55,49.29,33.25,13.9,7.94,2.23,2,4.04,,22.27,0
Georgetowncity,TX,,,139.44,1.58,72.64,75.85,76.21,2.24,5.75,5.78,1.79,1065,43.33,1.33,11.65,4.14,56.3,0.96,10.14,79.52,78.56,6.2,5.48,54.08,38.55,8.43,5.26,0.85,3,0.26,,26.71,0
GardenCitycity,MI,163,31420,272.41,1.14,77.04,80.38,84.35,0.46,2.57,3.51,0.46,5244.7,22.82,0.31,11.34,0.61,89.08,0.19,9.85,95.37,91.73,4.65,5.34,86.29,48,8.29,5.9,1.24,3,0.26,,24.96,0
Betheltown,CT,1,4720,44.93,0.89,84.53,85.26,85.06,1.88,1.2,8.53,1.29,1008.2,34.18,1.1,9.56,0.88,80.43,0.69,8.13,91.54,96.44,1.07,4.66,74.98,58.63,6.6,5.14,1.34,3,2.52,,13.56,0
Decaturcity,AL,,,495.4,3.27,69.4,73.46,76.78,0.23,2.01,1.04,0.08,996.4,41.07,0.07,13.27,0.5,65.38,0.03,11.86,96.7,83.91,6.36,3.71,61.73,37.34,10.25,5.68,1.79,3,0.18,,25.96,0
NewBerncity,NC,,,597.53,8.2,48.71,54.06,54.04,0.59,2.85,1.78,0.44,1639.9,52.11,0.4,17.63,0.4,53.37,0.37,15.11,96.94,56.81,14.86,4.29,50.78,30.28,11.81,5.41,4.87,2,0.35,,30.14,0
Huntsvillecity,AL,,,587.81,3.51,68.35,72.62,72.41,1.68,2.74,3.89,1.46,938.2,41,1.01,13.84,0.7,63.99,0.67,12.02,94.33,82.27,4.66,3.68,59.76,44.7,10.06,5.51,1.36,3,0.06,78.31,17.99,4.96
Waterloocity,IA,13,94597,312.67,4,64.89,67.88,73.75,0.13,2.06,0.94,0.1,1059.3,50.61,0.07,12.72,0.24,68.98,0.05,11.6,97.01,70.11,10.51,3.85,65.42,42.93,10.28,7.22,7.75,2,1.37,89.24,22.09,4.35
Murraycity,KY,,,194.36,2.18,71.23,71.04,72.1,1,1.04,1.93,1,1886,50.27,1,9.99,0.38,60.03,0.78,8.25,96.23,77.69,6.03,1.18,56.96,39.51,6.19,6.93,1.09,2,0.37,,24.76,0
Melbournecity,FL,,,560.37,3.3,62.88,68.55,73.31,2.29,2.73,6.32,2.04,2006.1,52.29,1.67,15.34,1.04,61.09,1.25,13.75,91.38,76.6,4.5,3.3,58.08,41.44,12.08,6.39,2.5,2,0.14,,20.82,0
Maumeecity,OH,95,48342,232.85,0.21,80.45,81.8,79.78,0.57,0.98,1.29,0.57,1780.8,34.17,0.53,10.33,0.32,81,0.19,8.62,96.58,94.37,3.58,4.02,75.95,54.96,6.72,4.63,1.12,3,1.02,,10.81,0
Watsonvillecity,CA,,,617.02,4.52,65.62,70.95,81.23,15.81,26.49,35.11,12.97,5071.6,71.81,10.19,12.68,23.31,42.35,6.1,10.25,42.77,82.61,12.2,18.71,47.82,33.42,7.69,10.99,3.39,2,1.96,,46.41,0
FondduLaccity,WI,39,26275,229.47,1.64,76.57,76.36,79.88,0.25,1.35,1.5,0.2,2855.3,44.13,0.16,10.54,0.51,68.6,0.16,9.53,95.26,80.96,7.07,4.68,62.46,51.9,8.32,5.06,1.48,3,0.7,,21.78,0
WestBloomfieldtownship,MI,125,85480,46.41,0.15,89.21,89.88,89.46,3.6,1.07,12.19,3.13,1926.1,24.66,2.69,7.46,1.78,88.21,2.09,6.49,85.06,98.01,1.95,4.09,85.5,67.6,5.49,3.49,0.69,3,0.26,,7.46,0
Tenaflyborough,NJ,3,72420,119.79,0.42,88.5,88.84,80.93,11.91,1.93,24.31,9.88,2789.5,23.68,7.01,7.34,4.74,82.6,5.61,5.78,70.58,100,3.1,3.79,80.44,66.23,3.98,2.69,0,3,12.25,,8.76,0
Bloomfieldtown,CT,3,5910,497.31,4.32,69.26,74.91,73.54,4.38,1.57,13.55,2.93,722.9,36.97,1.81,11.33,0.54,82.79,0.99,9.49,91.07,86.84,3,4.44,77.79,56.18,7.31,4.72,3.03,3,5.62,,18.6,0
Bogalusacity,LA,,,279.85,6.93,47.55,54.32,61.43,0.06,3.94,0.63,0.06,1456,47.65,0,15.55,0.5,64.57,0,14.12,95.83,52.13,17.64,4.81,65.92,20.72,12.22,14.82,4.33,3,0,,38.45,0
LiveOakcity,TX,,,268.74,0.77,79.7,81.27,84.06,1.59,3.17,5.71,1.05,2064,21.41,0.71,13.32,1.17,67.41,0.65,11.48,84.04,87.84,1.87,3.93,65.6,45.29,9.5,4.38,0,3,0.29,,7.89,0
ColoradoSpringsdivision,CO,41,90741,334.06,2.29,72.43,74.43,75.17,1.5,2.92,4.72,1.24,2032,46.72,0.88,15.71,0.9,58.29,0.59,13.53,90.83,82.36,5.45,3.85,54.72,44.79,11.2,6.73,1.28,3,1.32,,12.38,0
Keansburgborough,NJ,25,36480,93.2,4.38,68.31,70.69,77.72,0.68,4.88,3.93,0.3,9947,56.89,0.25,12.82,1.45,63.74,0.05,10.97,92.92,75.35,7.13,7.65,59.12,23.5,8.93,11.03,8.35,2,11,,36.55,0
CollegeStationcity,TX,,,214.22,2.96,77.47,80.01,74.15,6.41,6.01,9.13,5.87,1719.2,70.3,4.89,4.97,1.02,29.68,3.52,3.81,86.48,86.27,1.8,3.41,23.97,45.85,2.82,5.98,0.86,2,3.98,,6.23,0
Westwoodtown,MA,21,78690,185.56,0.45,89.58,91.02,91.24,1.43,0.32,7.65,1.08,1104.7,23.99,0.57,5.46,0.4,91.26,0.46,4.61,90.81,98.77,2.44,5.28,86.59,62.76,3.68,5.03,2.8,3,7.52,,7.55,0
Plymouthtownship,MI,163,65080,209.9,0.37,89.41,90.06,90.54,0.6,0.66,4.31,0.53,1433.9,32.55,0.4,8.1,0.7,88.01,0.32,7.61,94.81,97.91,1.98,2.95,81.93,64.57,7.11,3.91,0.25,3,0.25,,10.92,0
Havelockcity,NC,,,116.31,3.04,84.8,86.53,84.34,1.46,4.24,3.37,1.14,1316.1,43.18,0.82,8.54,0.46,28.55,0.58,7.68,91.3,89.51,2.61,4.24,29.84,27.65,7.07,5.41,0.23,3,0.65,,9.36,0
Borgercity,TX,,,125.02,1.94,77.11,80.37,84.91,3.09,4.7,5.42,1.86,1748.7,50.24,1.28,9.69,2.85,74.1,1.02,9.78,88.07,84.51,5.49,4.72,73.22,38.01,9.87,7.4,5,2,0,,30.94,0
Chaskacity,MN,19,10972,80.76,2.37,78.27,76.85,75.91,0.49,1.85,1.36,0.36,799.1,47.72,0.28,13.69,0.85,74.73,0.24,11.73,96.29,87.52,4.15,3.98,69.04,40.8,9.65,4.02,0.38,3,0.75,,12.45,0
Dunmoreborough,PA,69,20352,134.56,0.78,76.45,78.59,76.18,0.15,0.7,1.56,0.15,1700.3,38.8,0.15,7.29,0.59,71.56,0.05,6.89,93.74,84.78,5.73,4.3,65.31,47.25,6.35,4.21,2.89,3,1.93,,25.96,0
Ecorsecity,MI,163,24740,732.63,9.27,44.42,49.18,48.79,0.21,5.4,2.21,0.21,4356.2,50.91,0.13,18.47,0.71,59.52,0.08,17.37,92.93,53.01,22.12,8.4,58.36,18.92,16.13,15.73,13.05,2,2.94,,43.45,0
Dubuquecity,IA,61,91085,232.5,1.62,79.66,79.61,83.59,0.62,1.28,1.46,0.57,2409,43.34,0.48,8.34,0.69,72.8,0.42,7.63,96.5,85.11,6.47,4.58,66.11,52.26,6.79,5.01,3.94,3,1.1,,21.58,0
Woburncity,MA,17,81035,866.78,1.46,76.35,77.78,83.69,1.51,1.58,6.07,1.2,2735.6,44.98,0.92,9.47,1.05,68.44,0.69,8.19,90.82,84.52,4.62,6.21,61.1,50.23,6.8,5.7,2.26,3,3.86,,13.63,0
Cerescity,CA,,,977.3,2.19,72.93,76.84,80.24,4.88,10.72,12.45,3.26,4562.1,41.58,2.38,14.35,5.35,64,1.57,12.08,77.44,81.04,15.11,8.33,64.76,25.65,9.64,10.04,0.4,3,0.3,,32.86,0
CorpusChristicity,TX,,,595.86,2.76,66.61,72.16,74.35,1.62,9.39,5.26,1,1841.2,51.02,0.62,15.01,5.4,59.5,0.39,13.22,58.01,78.2,8.87,8.4,56.59,31.82,11.3,8.27,7.5,2,1.86,100,29.13,6.27
Winnetkavillage,IL,,,55.63,0,92.25,91.83,93.81,2.1,0.33,5.81,2.05,3074.2,15.01,1.55,6.42,1.02,90.94,0.9,4.9,92.56,100,1.06,5.59,87.77,78.44,3.25,1.55,0,4,26.56,,1.46,0
Waterfordtown,CT,11,80280,235.29,1.15,78.37,82.49,83.69,0.58,0.62,5.26,0.44,528.4,32.69,0.17,9.41,0.53,86.24,0.1,8.64,93.17,96.26,2.78,3.21,84.5,60.35,7.82,4.4,2.99,3,0.79,,18.15,0
Petalumacity,CA,,,287.96,1.05,77.12,78.07,72.55,2.54,3.18,8.71,2.08,3386.4,38.4,1.5,14.54,2.2,69.01,1.14,12.51,88.12,90.35,4.91,4.79,66.91,48.05,10.31,3.86,0.83,3,4.26,,13.63,0
Westerlytown,RI,9,77000,78.96,1.05,77.06,78.4,81.88,0.95,1.3,5.48,0.49,693,44.73,0.27,10.24,0.93,66.28,0.13,9.05,88.57,88.01,5.49,3.35,61.56,46.91,7.72,7.34,0.49,3,0.45,,24.37,0
OceanCitycity,NJ,9,54360,225.18,2.39,65.22,66.51,72.24,0.93,1.51,2.39,0.88,2164.1,34.93,0.88,13.03,0.71,55.25,0.48,11.68,94.89,78.2,3.63,3.39,53.73,51.77,10.06,4.64,0.18,3,2.8,,13.72,0
Emmausborough,PA,77,23584,115.07,1.24,81.64,81.78,90.71,0.8,0.53,1.95,0.8,3726.5,37.93,0.73,8.99,0.31,75.28,0.08,8.25,94.44,89.56,3.49,1.56,68.85,61.47,7.41,4.85,0,3,0.9,,23.81,0
Anokacity,MN,3,1720,314.67,3.24,72.17,70.9,75.51,0.29,3.02,1.35,0.26,2510.4,53.73,0.26,13.91,0.27,64.26,0.22,12.5,96.09,78.47,5.62,3.96,56.26,42.64,11,5.6,0.49,2,2.26,,17.45,0
Gainesvillecity,FL,,,879.46,8.01,59.11,64.19,69.09,5.08,4.91,8.15,4.51,2347.4,52.33,3.48,12.54,0.92,50.9,2.47,10.29,88.85,73.3,6.55,4.01,47.1,42.63,7.94,6.59,5.55,2,2.7,86.15,15.16,8.33
Plantationcity,FL,,,1104.24,1.28,79.43,80.7,76.66,4.78,2.45,13.92,3.64,2959.4,48.78,2.56,12.08,1.91,76.31,1.69,10.27,85.15,91.84,2.53,2.99,72.6,53.22,8.24,3.91,0.24,3,0.87,94.28,12.34,8.33
BaldwinParkcity,CA,,,1016.03,7.15,64.84,73.13,76.92,21.4,37.49,43,16.24,10147.8,60.31,12.18,12.04,20.56,59.01,7.3,9.66,30.17,78.59,13.71,27.89,60.12,18.66,7.28,8.45,5.66,2,4.11,,49.5,0
Elkhartcity,IN,,,389.06,6.16,59.36,63.78,68.34,1.08,2.57,2.66,0.82,2457,53.2,0.65,17.13,0.62,59.14,0.52,15.89,94.51,67.86,6.72,4.64,55.94,35.8,14.46,5.01,1.17,2,1,,28.27,0
Riversidecity,CA,,,1466.69,3.98,68.1,73,76.2,7.59,10.82,15.48,5.79,2814.4,47.14,4.31,14.76,5.97,58.86,2.53,12.41,74.97,83.12,8.89,10.38,56.27,35.13,9.97,6.91,2.43,3,1.58,94.12,22.23,2.1
Naugatucktown,CT,9,49950,342.29,1.64,80.06,81.87,82.24,2.45,1.84,8.88,2,1803.3,46.17,1.59,10.28,2.22,72.28,1.18,9.07,84.37,91.22,3.51,4.17,67.13,46.9,7.75,5.21,0.83,3,0.75,,21.84,0
Pembertontownship,NJ,5,57510,208.84,3.71,69.58,75.51,76.53,1.32,5.16,6.81,0.98,489.9,34.62,0.74,13.47,1.13,73.77,0.55,11.38,85.63,83.35,6.85,7.51,73.04,29.14,9.18,5.5,13.92,3,1.11,,23.51,0
LittleFallstownship,NJ,31,40620,741.99,0.1,82.53,83.71,89.39,2.21,1.16,9.12,1.71,3962.3,45.27,1.03,8.82,1.54,75.66,0.45,8.07,86.14,95.6,2.38,3.9,69.04,63.88,7.16,3.97,0.9,3,6.07,,17.56,0
Faribaultcity,MN,131,20546,415.33,2.56,71.82,73.18,81.61,0.53,1.83,1.12,0.49,1425.5,44.27,0.2,11.4,0.59,76.62,0.18,10.56,96.72,81.15,7.19,4.53,70.06,44.99,9.58,4.26,2.21,3,0.88,,26.2,0
Loraincity,OH,93,44856,259.72,4.53,58.95,63.63,67.69,0.15,3.45,2.76,0.13,2859,40.24,0.12,14.66,2.69,62.67,0.06,12.9,82.6,67.43,14.47,6.54,61.08,32.66,10.85,9.32,6.09,3,0.71,,32.49,0
Mansfieldcity,OH,139,47138,393.07,4.71,60.25,64.22,69.94,0.36,1.66,2.75,0.3,1749.7,49.08,0.27,15.92,0.57,61.7,0.18,14.12,94.6,70.81,11.51,4.22,58.03,36.46,12.21,8.76,7.48,3,1.27,,30.3,0
Hurontownship,MI,163,40040,409.95,1.28,81.2,84.57,82.12,0.8,2.08,3.06,0.12,283.4,31.21,0,9.38,0.76,91.92,0,8.98,93.91,93.5,3.34,6.03,91.26,39.08,8.59,6.95,5.08,3,0,,25.13,0
WestNewYorktown,NJ,17,79610,990.56,6.02,58.76,64.55,58.5,25.16,14.99,60.4,16.81,36199.2,79.82,12.18,16.03,31.34,23.32,7.58,13.27,18.47,74.34,11.64,7.1,22.66,25.19,10.2,8.59,3.93,2,25.05,91.72,50.1,5
Fayettevillecity,NC,,,756.87,6.52,56.08,62.94,61.74,1.01,3.06,3.46,0.93,1799.7,44.17,0.68,15.91,0.74,56.3,0.59,13.7,92.92,71.54,10.45,3.85,54.17,29.59,11.16,7.33,4.63,3,1.22,85.91,20.87,1.82
ElmwoodParkborough,NJ,3,21300,446.85,0.75,79.05,80.55,79.05,5.68,2.16,19.92,4.57,6408.4,44.94,3.55,9.18,4.87,64.47,2.42,7.63,70.58,91.51,3.01,3.71,62.35,53.49,5.85,5.05,0.55,3,4.69,,32.3,0
Stroudtownship,PA,89,74880,278.32,1.31,81.59,84.17,88.1,1.5,1.31,4.19,1.16,327.8,28.01,0.92,9.14,0.68,81.57,0.44,8.48,92.01,93.98,2.74,3.64,80.47,48.54,7.78,4.77,0.98,3,2.26,,18.67,0
Warsawcity,IN,,,268.24,2.53,75.11,76.22,79.25,1.05,2.64,2.18,0.77,1122.4,46.31,0.77,13.57,0.86,68.82,0.25,11.6,95.17,79.9,4.5,5.14,64.75,42.3,9.28,3.47,0.69,3,0.35,,23.7,0
MountVernoncity,WA,,,447.19,2.72,68.94,70.26,81.92,2.62,4.84,6.95,1.77,2020,50.33,1.3,16.77,2.51,60.74,0.73,14.5,89.3,71.19,9.32,5.2,56.85,40.25,11.99,5.91,2.13,2,0.35,,18.19,0
SiouxFallscity,SD,99,59020,176.65,1.7,75.91,76.25,80.91,0.77,1.59,1.69,0.57,2213.7,52.48,0.46,11.49,0.7,66.14,0.36,10.68,95.97,85.01,4.79,3.49,58.45,44.67,9.77,3,1.67,2,0.56,97.55,16.75,2.99
Greenevilletown,TN,,,406.19,2.01,62.58,66.51,71.04,0.06,1.27,0.59,0.03,1186.2,48.32,0.03,15.95,0.58,64.92,0.03,14.23,98.13,81.59,11.15,2.16,63.34,37.88,12.08,9.06,1.26,3,0.12,,38,0
Chesapeakecity,VA,550,16000,268.65,4.04,71.01,76.7,76.22,0.47,2.78,1.75,0.37,430.6,30.99,0.27,12.24,0.41,74.48,0.18,10.87,96.17,82.69,5.21,5.02,72.96,34.01,9.42,4.23,8.05,3,1.03,82.16,22.89,4.6
HighPointcity,NC,,,511.68,6.14,58.23,63.08,60.65,0.66,2.47,1.49,0.54,1559.7,49.89,0.33,15,0.8,55.83,0.12,13.51,96.3,68.73,7.29,3.76,54.45,30.84,11.71,5.27,3.67,3,2.69,,31.81,0
Alamogordocity,NM,,,142.46,2.16,72.44,76.3,78.18,1.19,4.15,6.14,1.03,1557,40.35,0.74,13.34,1.94,65.7,0.45,12.23,79.38,82.54,6.41,4.7,63.74,38.3,11.07,7.64,1.88,3,0.09,,18.01,0
RockyHilltown,CT,3,65370,380.18,1.47,84.54,85.33,86.07,1.76,0.59,8.81,1.12,1187.3,57,0.75,10.58,1.39,72.43,0.55,11.23,85.67,93.62,1.49,1.74,65.85,60.41,11.88,2.38,0.38,2,2.42,,14.72,0
Millingtoncity,TN,,,484.23,1.94,79.78,83.18,81.51,0.53,4.2,2.12,0.42,1626,48.56,0.36,9.72,0.62,31.71,0.3,7.01,93.16,93.27,3.86,4.84,33.4,27.51,5.59,3.28,1.84,3,0,,13.48,0
Sacocity,ME,31,64675,129.89,1.1,77.05,78.41,84.42,0.36,1.07,2.91,0.36,380.7,49.46,0.32,11.43,1.1,68.3,0.28,10.09,82.53,87.06,5.55,2.69,63.15,46.92,8.58,5.98,3.89,3,0.83,,19.37,0
SevenHillscity,OH,35,71416,99.22,0.26,87.49,90.21,89.48,1.03,0.37,10.86,0.71,2394.1,5.89,0.24,4.27,2.27,96.59,0.21,3.77,82.06,99.03,1.59,4.05,96.36,69.62,3.25,4.43,2.13,3,2.54,,21.79,0
Charlestoncity,WV,,,807.77,4.78,61.37,63.92,68.53,0.44,1.07,1.78,0.39,1876.5,50.44,0.31,15.13,0.41,60.01,0.2,13.72,95.75,68.47,10.33,2.69,55.46,40.59,11.93,7.34,3.21,2,5.26,95.49,22.75,10.13
Westontown,MA,17,77255,9.46,0.48,89.72,90.1,91.01,2.51,0.15,8.41,1.54,578.6,12.2,0.81,5.81,0.66,89.73,0.64,4.98,90.39,97.8,1.81,3.96,86.72,77.44,3.95,3.62,0.63,4,7.26,,3.42,0
Nilestownship,MI,21,57780,106.22,1.47,72.67,76.44,81.91,0.1,1.75,1.48,0.1,328.5,33.79,0.1,12.84,0.48,84.47,0.06,11.49,96.91,84.82,5.93,4.08,84.53,40.64,10.02,7.56,9.09,3,0.24,,22.88,0
Delawarecity,OH,,,223.2,2.15,73.19,74.93,75.42,0.75,1.53,1.96,0.72,1852,47.35,0.72,13.27,0.09,59.76,0.56,11.94,96.65,83.46,5.98,3.3,55.35,42.47,10.43,4.32,0.96,3,0.35,,20.57,0
Staffordtownship,NJ,29,70320,72.88,1.19,76.53,79.43,87.03,0.32,1.49,4.48,0.32,270.3,26.22,0.23,10.19,0.67,82.86,0.17,8.79,92.54,85.1,5.2,4.06,83.73,47.47,7.24,6.23,0.41,3,0.92,,27.82,0
Erlangercity,KY,,,88.03,1.07,76.58,78.31,77.54,0.34,1.71,1.06,0.34,1858,40.57,0.26,12.69,0.42,72.56,0.22,11.03,97.41,91.31,3.84,4.32,67.91,44.15,9.21,2.84,1.06,3,2.96,,17.79,0
Natchezcity,MS,,,102.66,10.44,47.08,53.27,54.68,0.04,3.71,0.38,0.04,1422.1,42.94,0.04,14.89,0.26,62.23,0.04,13.49,98.09,52.64,15.81,5.45,62.36,29.73,11.68,12.38,4,3,0.85,,31.12,0
NorthReadingtown,MA,17,48955,176.83,0.81,85.49,87.5,90.22,0.34,0.89,3.02,0.29,873.9,29.24,0.18,7.75,0.3,91.36,0.18,6.57,96.31,95.1,2.7,5.28,88.34,55.67,5.33,5.44,4.5,3,2.55,,13.22,0
Westminstercity,CA,,,1203.96,2.38,70.66,76.86,80.99,17.78,14.63,29.13,13.33,7508.5,46.72,9.51,12.81,12.03,59.82,6.24,10.69,62.28,87.62,9.94,13.33,62.77,40.13,8.62,5.72,3.74,3,2.04,,24.87,0
Vernoncity,TX,,,83.65,1.95,67.94,75.83,76.4,0.82,4.54,1.95,0.71,1436.2,54.42,0.28,11.38,1.74,67.2,0,11.04,87.27,80.3,6.07,5.47,66.86,35.73,10.67,5.61,5.53,2,0.29,,39.1,0
Edmondscity,WA,,,262.65,1.06,77.01,77.57,80.94,1.86,2,8.1,1.42,4064.5,40.76,1.12,14.05,1.2,71.47,0.75,11.95,92.46,87.86,3.16,2.75,66.99,55.79,9.55,3.28,0,3,5.89,,9.76,0
Steubenvillecity,OH,81,74608,304.23,4.89,60.18,61.83,64.79,0.69,0.86,3.5,0.58,2634.1,46.03,0.31,12.46,0.76,62.68,0.28,11.43,91.8,68.98,19.01,3.91,59.1,35.7,10.09,11.56,9.83,3,1.01,,30.84,0
